456,2112 W Peterson Ave
101,63rd St Beach
109,900 W Harrison St
21,Aberdeen St & Jackson Blvd
80,Aberdeen St & Madison (Monroe) St
346,Ada St & Washington Blvd
341,Adler Planetarium
480,Albany (Kedzie) Ave & Montrose Ave
444,Albany Ave & 26th St
511,Albany Ave & Bloomingdale Ave
376,Artesian Ave & Hubbard St
275,Ashland Ave & 13th St
208,Ashland Ave & 21st St
555,Ashland Ave & 50th St
563,Ashland Ave & 63rd St
565,Ashland Ave & 66th St
566,Ashland Ave & 69th St
368,Ashland Ave & Archer Ave
30,Ashland Ave & Augusta Blvd
246,Ashland Ave & Belle Plaine Ave
333,Ashland Ave & Blackhawk St
350,Ashland Ave & Chicago Ave
210,Ashland Ave & Division St
558,Ashland Ave & Garfield Blvd
347,Ashland Ave & Grace St
277,Ashland Ave & Grand Ave
383,Ashland Ave & Harrison St
119,Ashland Ave & Lake St
552,Ashland Ave & McDowell Ave
547,Ashland Ave & Pershing Rd
250,Ashland Ave & Wellington Ave
166,Ashland Ave & Wrightwood Ave
524,Austin Blvd & Chicago Ave
532,Austin Blvd & Lake St
496,Avers Ave & Belmont Ave
483,Avondale Ave & Irving Park Rd
578,Bennett Ave & 79th St
113,Bissell St & Armitage Ave
121,Blackstone Ave & Hyde Park Blvd
129,Blue Island Ave & 18th St
522,Bosworth Ave & Howard St
295,Broadway & Argyle St
300,Broadway & Barry Ave
296,Broadway & Belmont Ave
294,Broadway & Berwyn Ave
303,Broadway & Cornelia Ave
454,Broadway & Granville Ave
461,Broadway & Ridge Ave
256,Broadway & Sheridan Rd
458,Broadway & Thorndale Ave
304,Broadway & Waveland Ave
293,Broadway & Wilson Ave
2,Buckingham Fountain
468,Budlong Woods Library
4,Burnham Harbor
348,California Ave & 21st St
442,California Ave & 23rd Pl
445,California Ave & 26th St
502,California Ave & Altgeld St
487,California Ave & Byron St
622,California Ave & Cortez St
216,California Ave & Division St
498,California Ave & Fletcher St
259,California Ave & Francis Pl
378,California Ave & Lake St
123,California Ave & Milwaukee Ave
481,California Ave & Montrose Ave
276,California Ave & North Ave
338,Calumet Ave & 18th St
370,Calumet Ave & 21st St
149,Calumet Ave & 33rd St
335,Calumet Ave & 35th St
415,Calumet Ave & 51st St
393,Calumet Ave & 71st St
504,Campbell Ave & Fullerton Ave
482,Campbell Ave & Montrose Ave
160,Campbell Ave & North Ave
192,Canal St & Adams St
169,Canal St & Harrison St
75,Canal St & Jackson Blvd
174,Canal St & Madison St
191,Canal St & Monroe St (*)
414,Canal St & Taylor St
34,Cannon Dr & Fullerton Ave
92,Carpenter St & Huron St
550,Central Ave & Chicago Ave
541,Central Ave & Harrison St
531,Central Ave & Lake St
542,Central Ave & Madison St
500,Central Park Ave & Elbridge Ave
508,Central Park Ave & North Ave
438,Central Park Ave & Ogden Ave
533,Central Park Blvd & 5th Ave
474,Christiana Ave & Lawrence Ave
538,Cicero Ave & Flournoy St
529,Cicero Ave & Lake St
539,Cicero Ave & Quincy St
196,Cityfront Plaza Dr & Pioneer Ct
159,Claremont Ave & Hirsch St
312,Clarendon Ave & Gordon Ter
245,Clarendon Ave & Junior Ter
251,Clarendon Ave & Leland Ave
394,Clark St & 9th St (AMLI)
94,Clark St & Armitage Ave
463,Clark St & Berwyn Ave
460,Clark St & Bryn Mawr Ave
337,Clark St & Chicago Ave
449,Clark St & Columbia Ave
50,Clark St & Congress Pkwy
176,Clark St & Elm St
457,Clark St & Elmdale Ave
165,Clark St & Grace St
517,Clark St & Jarvis Ave
38,Clark St & Lake St
326,Clark St & Leland Ave
141,Clark St & Lincoln Ave
432,Clark St & Lunt Ave
234,Clark St & Montrose Ave
126,Clark St & North Ave
51,Clark St & Randolph St
301,Clark St & Schiller St
453,Clark St & Schreiber Ave
353,Clark St & Touhy Ave
156,Clark St & Wellington Ave
325,Clark St & Winnemac Ave
340,Clark St & Wrightwood Ave
223,Clifton Ave & Armitage Ave
253,Clifton Ave & Lawrence Ave
170,Clinton St & 18th St
66,Clinton St & Lake St
77,Clinton St & Madison St
103,Clinton St & Polk St (*)
57,Clinton St & Roosevelt Rd
68,Clinton St & Tilden St
91,Clinton St & Washington Blvd
138,Clybourn Ave & Division St
195,Columbus Dr & Randolph St
581,Commercial Ave & 83rd St
518,Conservatory Dr & Lake St
417,Cornell Ave & Hyde Park Blvd
271,Cottage Grove Ave & 43rd St
336,Cottage Grove Ave & 47th St
351,Cottage Grove Ave & 51st St
427,Cottage Grove Ave & 63rd St
429,Cottage Grove Ave & 67th St
400,Cottage Grove Ave & 71st St
575,Cottage Grove Ave & 78th St
585,Cottage Grove Ave & 83rd St
265,Cottage Grove Ave & Oakwood Blvd
81,Daley Center Plaza
554,Damen Ave & 51st St
561,Damen Ave & 59th St
183,Damen Ave & Augusta Blvd
310,Damen Ave & Charleston St
128,Damen Ave & Chicago Ave
163,Damen Ave & Clybourn Ave
219,Damen Ave & Cortland St
167,Damen Ave & Coulter St
124,Damen Ave & Cullerton St
130,Damen Ave & Division St
464,Damen Ave & Foster Ave
214,Damen Ave & Grand Ave
242,Damen Ave & Leland Ave
215,Damen Ave & Madison St
228,Damen Ave & Melrose Ave
546,Damen Ave & Pershing Rd
69,Damen Ave & Pierce Ave
316,Damen Ave & Sunnyside Ave
162,Damen Ave & Wellington Ave
60,Dayton St & North Ave
140,Dearborn Pkwy & Delaware Pl
37,Dearborn St & Adams St
110,Dearborn St & Erie St
49,Dearborn St & Monroe St
107,Desplaines St & Jackson Blvd
56,Desplaines St & Kinzie St
96,Desplaines St & Randolph St
416,Dorchester Ave & 49th St
428,Dorchester Ave & 63rd St
489,Drake Ave & Addison St
503,Drake Ave & Fullerton Ave
479,Drake Ave & Montrose Ave
6,Dusable Harbor
422,DuSable Museum
523,Eastlake Ter & Rogers Ave
431,Eberhart Ave & 61st St
86,Eckhart Park
553,Elizabeth St & 47th St
418,Ellis Ave & 53rd St
420,Ellis Ave & 55th St
328,Ellis Ave & 58th St
426,Ellis Ave & 60th St
584,Ellis Ave & 83rd St
315,Elston Ave & Wabansia Ave
207,Emerald Ave & 28th St
339,Emerald Ave & 31st St
570,Evans Ave & 75th St
580,Exchange Ave & 79th St
24,Fairbanks Ct & Grand Ave
436,Fairfield Ave & Roosevelt Rd
41,Federal St & Polk St
7,Field Blvd & South Water St
97,Field Museum
89,Financial Pl & Congress Pkwy
150,Fort Dearborn Dr & 31st St
471,Francisco Ave & Foster Ave
31,Franklin St & Chicago Ave
36,Franklin St & Jackson Blvd
164,Franklin St & Lake St
287,Franklin St & Monroe St
286,Franklin St & Quincy St
447,Glenwood Ave & Morse Ave
525,Glenwood Ave & Touhy Ave
198,Green St & Madison St
112,Green St & Randolph St
319,Greenview Ave & Diversey Pkwy
188,Greenview Ave & Fullerton Ave
520,Greenview Ave & Jarvis Ave
252,Greenwood Ave & 47th St
576,Greenwood Ave & 79th St
202,Halsted St & 18th St
135,Halsted St & 21st St
279,Halsted St & 35th St (*)
262,Halsted St & 37th St
411,Halsted St & 47th Pl
384,Halsted St & 51st St
386,Halsted St & 56th St
593,Halsted St & 59th St
388,Halsted St & 63rd St
391,Halsted St & 69th St
206,Halsted St & Archer Ave
331,Halsted St & Blackhawk St (*)
225,Halsted St & Dickens Ave
332,Halsted St & Diversey Pkwy
282,Halsted St & Maxwell St
365,Halsted St & North Branch St
108,Halsted St & Polk St
55,Halsted St & Roosevelt Rd
299,Halsted St & Roscoe St
224,Halsted St & Willow St
349,Halsted St & Wrightwood Ave
220,Hampden Ct & Diversey Pkwy
425,Harper Ave & 59th St
261,Hermitage Ave & Polk St
551,Hoyne Ave & 47th St
507,Humboldt Blvd & Armitage Ave
147,Indiana Ave & 26th St
272,Indiana Ave & 31st St
201,Indiana Ave & 40th St
255,Indiana Ave & Roosevelt Rd
73,Jefferson St & Monroe St
352,Jeffery Blvd & 67th St
11,Jeffery Blvd & 71st St
395,Jeffery Blvd & 76th St
439,Kedzie Ave & 21st St
441,Kedzie Ave & 24th St
494,Kedzie Ave & Bryn Mawr Ave
373,Kedzie Ave & Chicago Ave
470,Kedzie Ave & Foster Ave
433,Kedzie Ave & Harrison St
377,Kedzie Ave & Lake St
476,Kedzie Ave & Leland Ave
260,Kedzie Ave & Milwaukee Ave
290,Kedzie Ave & Palmer Ct
435,Kedzie Ave & Roosevelt Rd
537,Kenton Ave & Madison St
619,Keystone Ave & Fullerton Ave
495,Keystone Ave & Montrose Ave
590,Kilbourn Ave & Irving Park Rd
591,Kilbourn Ave & Milwaukee Ave
497,Kimball Ave & Belmont Ave
322,Kimbark Ave & 53rd St
74,Kingsbury St & Erie St
133,Kingsbury St & Kinzie St
592,Knox Ave & Montrose Ave
499,Kosciuszko Park
545,Kostner Ave & Adams St
536,Kostner Ave & Lake St
406,Lake Park Ave & 35th St
267,Lake Park Ave & 47th St
419,Lake Park Ave & 53rd St
345,Lake Park Ave & 56th St
334,Lake Shore Dr & Belmont Ave
329,Lake Shore Dr & Diversey Pkwy
76,Lake Shore Dr & Monroe St
268,Lake Shore Dr & North Blvd
99,Lake Shore Dr & Ohio St
157,Lake Shore Dr & Wellington Ave
459,Lakefront Trail & Bryn Mawr Ave
313,Lakeview Ave & Fullerton Pkwy
543,Laramie Ave & Gladys Ave
530,Laramie Ave & Kinzie St
540,Laramie Ave & Madison St
288,Larrabee St & Armitage Ave
359,Larrabee St & Division St
48,Larrabee St & Kingsbury St
28,Larrabee St & Menomonee St
27,Larrabee St & North Ave
364,Larrabee St & Oak St
144,Larrabee St & Webster Ave
40,LaSalle St & Adams St
181,LaSalle St & Illinois St
283,LaSalle St & Jackson Blvd
98,LaSalle St & Washington St
440,Lawndale Ave & 23rd St
492,Leavitt St & Addison St
9,Leavitt St & Archer Ave
309,Leavitt St & Armitage Ave
311,Leavitt St & Lawrence Ave
213,Leavitt St & North Ave
330,Lincoln Ave & Addison St
298,Lincoln Ave & Belle Plaine Ave
131,Lincoln Ave & Belmont Ave
152,Lincoln Ave & Diversey Pkwy
127,Lincoln Ave & Fullerton Ave
243,Lincoln Ave & Leavitt St
230,Lincoln Ave & Roscoe St
257,Lincoln Ave & Waveland Ave
472,Lincoln Ave & Winona St
258,Logan Blvd & Elston Ave
366,Loomis St & Archer Ave
146,Loomis St & Jackson Blvd
320,Loomis St & Lexington St
19,Loomis St & Taylor St (*)
477,Manor Ave & Leland Ave
455,Maplewood Ave & Peterson Ave
465,Marine Dr & Ainslie St
549,Marshfield Ave & 44th St
560,Marshfield Ave & 59th St
58,Marshfield Ave & Cortland St
544,Mason Ave & Madison St
567,May St & 69th St
171,May St & Cullerton St
22,May St & Taylor St
142,McClurg Ct & Erie St
26,McClurg Ct & Illinois St
62,McCormick Place
168,Michigan Ave & 14th St
273,Michigan Ave & 18th St
623,Michigan Ave & 8th St
45,Michigan Ave & Congress Pkwy
284,Michigan Ave & Jackson Blvd
52,Michigan Ave & Lake St
197,Michigan Ave & Madison St
85,Michigan Ave & Oak St
25,Michigan Ave & Pearson St
43,Michigan Ave & Washington St
145,Mies van der Rohe Way & Chestnut St
173,Mies van der Rohe Way & Chicago Ave
443,Millard Ave & 26th St
90,Millennium Park
589,Milwaukee Ave & Cuyler Ave
84,Milwaukee Ave & Grand Ave
222,Milwaukee Ave & Rockwell St
158,Milwaukee Ave & Wabansia Ave
237,MLK Jr Dr & 29th St
200,MLK Jr Dr & 47th St
421,MLK Jr Dr & 56th St (*)
430,MLK Jr Dr & 63rd St
586,MLK Jr Dr & 83rd St
179,MLK Jr Dr & Oakwood Blvd
484,Monticello Ave & Irving Park Rd
249,Montrose Harbor
137,Morgan Ave & 14th Pl
14,Morgan St & 18th St
280,Morgan St & 31st St
71,Morgan St & Lake St
548,Morgan St & Pershing Rd
241,Morgan St & Polk St
424,Museum of Science and Industry
29,Noble St & Milwaukee Ave
568,Normal Ave & 72nd St
209,Normal Ave & Archer Ave
486,Oakley Ave & Irving Park Rd
493,Oakley Ave & Roscoe St
526,Oakley Ave & Touhy Ave
54,Ogden Ave & Chicago Ave
122,Ogden Ave & Congress Pkwy
186,Ogden Ave & Race Ave
434,Ogden Ave & Roosevelt Rd
620,Orleans St & Chestnut St (NEXT Apts)
23,Orleans St & Elm St (*)
100,Orleans St & Merchandise Mart Plaza
212,Orleans St & Ohio St
16,Paulina Ave & North Ave
205,Paulina St & 18th St
515,Paulina St & Howard St
297,Paulina St & Montrose Ave
134,Peoria St & Jackson Blvd
392,Perry Ave & 69th St
579,Phillips Ave & 79th St
582,Phillips Ave & 82nd St
254,Pine Grove Ave & Irving Park Rd
232,Pine Grove Ave & Waveland Ave
410,Prairie Ave & 43rd St
204,Prairie Ave & Garfield Blvd
412,Princeton Ave & 47th St
385,Princeton Ave & Garfield Blvd
535,Pulaski Rd & Congress Pkwy
488,Pulaski Rd & Eddy St
528,Pulaski Rd & Lake St
534,Pulaski Rd & Madison St
136,Racine Ave & 13th St
274,Racine Ave & 15th St
15,Racine Ave & 18th St
367,Racine Ave & 35th St
562,Racine Ave & 61st St
564,Racine Ave & 65th St
226,Racine Ave & Belmont Ave
32,Racine Ave & Congress Pkwy
87,Racine Ave & Fullerton Ave
559,Racine Ave & Garfield Blvd
88,Racine Ave & Randolph St
343,Racine Ave & Wrightwood Ave
217,Racine Ave (May St) & Fulton St
398,Rainbow Beach
462,Ravenswood Ave & Balmoral Ave
314,Ravenswood Ave & Berteau Ave
244,Ravenswood Ave & Irving Park Rd
344,Ravenswood Ave & Lawrence Ave
238,Ravenswood Ave & Montrose Ave (*)
263,Rhodes Ave & 32nd St
501,Richmond St & Diversey Ave
514,Ridge Blvd & Howard St
466,Ridge Blvd & Touhy Ave
180,Ritchie Ct & Banks St
478,Rockwell St & Eastwood Ave
172,Rush St & Cedar St
125,Rush St & Hubbard St
161,Rush St & Superior St
375,Sacramento Blvd & Franklin Blvd
397,Saginaw Ave & Exchange Ave
233,Sangamon St & Washington Blvd (*)
485,Sawyer Ave & Irving Park Rd
111,Sedgwick St & Huron St
118,Sedgwick St & North Ave
236,Sedgwick St & Schiller St
143,Sedgwick St & Webster Ave
557,Seeley Ave & Garfield Blvd
308,Seeley Ave & Roscoe St
3,Shedd Aquarium
67,Sheffield Ave & Fullerton Ave
20,Sheffield Ave & Kingsbury St
114,Sheffield Ave & Waveland Ave
327,Sheffield Ave & Webster Ave
115,Sheffield Ave & Wellington Ave
93,Sheffield Ave & Willow St
302,Sheffield Ave & Wrightwood Ave
306,Sheridan Rd & Buena Ave
354,Sheridan Rd & Greenleaf Ave
240,Sheridan Rd & Irving Park Rd
323,Sheridan Rd & Lawrence Ave
451,Sheridan Rd & Loyola Ave
231,Sheridan Rd & Montrose Ave
401,Shields Ave & 28th Pl
402,Shields Ave & 31st St
409,Shields Ave & 43rd St
247,Shore Dr & 55th St
588,South Chicago Ave & 83rd St
355,South Shore Dr & 67th St
12,South Shore Dr & 71st St
399,South Shore Dr & 74th St
154,Southport Ave & Belmont Ave
292,Southport Ave & Clark St
307,Southport Ave & Clybourn Ave
318,Southport Ave & Irving Park Rd
229,Southport Ave & Roscoe St
227,Southport Ave & Waveland Ave
153,Southport Ave & Wellington Ave
190,Southport Ave & Wrightwood Ave
506,Spaulding Ave & Armitage Ave
510,Spaulding Ave & Division St
211,St. Clair St & Erie St
469,St. Louis Ave & Balmoral Ave
178,State St & 19th St
193,State St & 29th St
148,State St & 33rd St
184,State St & 35th St
572,State St & 76th St
573,State St & 79th St
5,State St & Harrison St
47,State St & Kinzie St
106,State St & Pearson St
407,State St & Pershing Rd
44,State St & Randolph St
33,State St & Van Buren St
185,Stave St & Armitage Ave
264,Stetson Ave & South Water St
324,Stockton Dr & Wrightwood Ave
95,Stony Island Ave & 64th St
102,Stony Island Ave & 67th St
356,Stony Island Ave & 71st St
270,Stony Island Ave & 75th St
583,Stony Island Ave & 82nd St
577,Stony Island Ave & South Chicago Ave
35,Streeter Dr & Grand Ave
491,Talman Ave & Addison St
177,Theater on the Lake
556,Throop St & 52nd St
490,Troy St & Elston Ave
509,Troy St & North Ave
408,Union Ave & Root St
423,University Ave & 57th St
571,Vernon Ave & 75th St
574,Vernon Ave & 79th St
72,Wabash Ave & 16th St
587,Wabash Ave & 83rd St
595,Wabash Ave & 87th St
321,Wabash Ave & 8th St
39,Wabash Ave & Adams St
42,Wabash Ave & Cermak Rd
199,Wabash Ave & Grand Ave
59,Wabash Ave & Roosevelt Rd
194,Wabash Ave & Wacker Pl
18,Wacker Dr & Washington St
278,Wallace St & 35th St
448,Warren Park East
450,Warren Park West
437,Washtenaw Ave & 15th St (*)
475,Washtenaw Ave & Lawrence Ave
218,Wells St & 19th St
289,Wells St & Concord Ln
182,Wells St & Elm St
291,Wells St & Evergreen Ave
53,Wells St & Huron St
175,Wells St & Polk St
46,Wells St & Walton St
132,Wentworth Ave & 24th St
403,Wentworth Ave & 33rd St
405,Wentworth Ave & 35th St
390,Wentworth Ave & 63rd St
120,Wentworth Ave & Archer Ave
203,Western Ave & 21st St
281,Western Ave & 24th St
446,Western Ave & 28th St
382,Western Ave & Congress Pkwy
305,Western Ave & Division St
452,Western Ave & Granville Ave
527,Western Ave & Howard St
239,Western Ave & Leland Ave
467,Western Ave & Lunt Ave
381,Western Ave & Monroe St
374,Western Ave & Walton St
116,Western Ave & Winnebago Ave
594,Western Blvd & 48th Pl
117,Wilton Ave & Belmont Ave
13,Wilton Ave & Diversey Pkwy
505,Winchester Ave & Elston Ave
519,Wolcott Ave & Fargo Ave
342,Wolcott Ave & Polk St
369,Wood St & 35th St
17,Wood St & Division St
285,Wood St & Hubbard St
61,Wood St & Milwaukee Ave
317,Wood St & Taylor St
248,Woodlawn Ave & 55th St
569,Woodlawn Ave & 75th St
413,Woodlawn Ave & Lake Park Ave
396,Yates Blvd & 75th St
596,Benson Ave & Church St
602,Central St & Girard Ave
601,Central St Metra
603,Chicago Ave & Sheridan Rd
597,Chicago Ave & Washington St
600,Dodge Ave & Church St
598,Elmwood Ave & Austin St
604,Sheridan Rd & Noyes St (NU)
605,University Library (NU)
599,Valli Produce - Evanston Plaza
607,Cuyler Ave & Augusta St
617,East Ave & Garfield St
614,East Ave & Madison St
606,Forest Ave & Chicago Ave
609,Forest Ave & Lake St
608,Humphrey Ave & Ontario St
618,Lombard Ave & Garfield St
615,Lombard Ave & Madison St
610,Marion St & South Blvd
616,Oak Park Ave & Harrison St
611,Oak Park Ave & South Blvd
612,Ridgeland Ave & Lake St
613,Wisconsin Ave & Madison St
