456,41.991178,-87.683593,15
101,41.78101637,-87.57611976,23
109,41.874675,-87.650019,19
21,41.87772613,-87.65478743,15
80,41.881567,-87.655056,19
346,41.88283,-87.661206,15
341,41.866095,-87.607267,35
480,41.961041,-87.705866,15
444,41.84447501,-87.70201301,11
511,41.91402671,-87.70512646,15
376,41.88949182,-87.68821936,35
275,41.865234,-87.666507,15
208,41.85381,-87.665897,15
555,41.803023,-87.664699,11
563,41.779374,-87.664843,15
565,41.774074,-87.663815,11
566,41.768726,-87.664069,11
368,41.83920868,-87.66560986,15
30,41.899643,-87.6677,15
246,41.956061,-87.668869,11
333,41.907066,-87.667252,15
350,41.895966,-87.667747,15
210,41.90345,-87.667747,19
558,41.792822,-87.664429,11
347,41.950687,-87.6687,15
277,41.891072,-87.666611,15
383,41.87429061,-87.66724564,23
119,41.88541,-87.66732,19
552,41.80887,-87.66454,11
547,41.823465,-87.665577,11
250,41.936083,-87.669807,19
166,41.92883,-87.668507,15
524,41.894887,-87.774704,11
532,41.887919,-87.774446,15
496,41.939364,-87.722247,11
483,41.953393,-87.732002,19
578,41.751785,-87.578496,11
113,41.91844,-87.65222,15
121,41.802562,-87.590368,19
129,41.857556,-87.661535,15
522,42.019537,-87.669563,15
295,41.973815,-87.65966,15
300,41.937725,-87.644095,19
296,41.940106,-87.645451,15
294,41.978353,-87.659753,15
303,41.945529,-87.646439,23
454,41.99477969,-87.66028453,15
461,41.98404461,-87.66027383,15
256,41.952833,-87.649993,15
458,41.98974251,-87.66014062,19
304,41.949065,-87.648601,15
293,41.965485,-87.657238,19
2,41.88106,-87.619486,27
468,41.98366471,-87.69642256,15
4,41.856268,-87.613348,23
348,41.854016,-87.695445,15
442,41.84910969,-87.69513981,15
445,41.84404003,-87.69529592,11
502,41.92669,-87.697668,15
487,41.95216219,-87.69805111,19
622,41.900363,-87.696704,0
216,41.903029,-87.697474,15
498,41.93842879,-87.69800776,19
259,41.918121,-87.696972,15
378,41.88445396,-87.69629814,15
123,41.922695,-87.697153,15
481,41.961068,-87.695439,15
276,41.91044,-87.6972,11
338,41.857611,-87.619407,15
370,41.85418425,-87.61915374,15
149,41.8349,-87.61793,11
335,41.831379,-87.618034,15
415,41.80229465,-87.61805358,15
393,41.76550801,-87.61691793,11
504,41.92463247,-87.68930701,15
482,41.96152593,-87.69116504,15
160,41.910535,-87.689556,15
192,41.879255,-87.639904,47
169,41.874337,-87.639566,15
75,41.877245,-87.639366,31
174,41.882091,-87.639833,27
191,41.880884,-87.639525,28
414,41.870257,-87.639474,15
34,41.92675599,-87.63442878,15
92,41.894556,-87.653449,19
550,41.894958,-87.764902,11
541,41.872993,-87.764499,15
531,41.887664,-87.765469,15
542,41.880121,-87.763238,15
500,41.93533728,-87.71688929,15
508,41.90965688,-87.71663195,15
438,41.85420431,-87.71540584,15
533,41.875679,-87.71547,15
474,41.96835449,-87.71183067,15
538,41.872131,-87.746619,15
529,41.886841,-87.745261,15
539,41.877613,-87.745405,15
196,41.890573,-87.622072,19
159,41.907781,-87.685854,11
312,41.957879,-87.649519,15
245,41.961004,-87.649603,23
251,41.967968,-87.650001,15
394,41.870816,-87.631246,15
94,41.918306,-87.636282,31
463,41.97799665,-87.6680471,19
460,41.983593,-87.669154,15
337,41.896544,-87.630931,19
449,42.00445063,-87.6724024,15
50,41.87593267,-87.63058454,27
176,41.902973,-87.63128,27
457,41.99089375,-87.6695834,19
165,41.95078,-87.659172,19
517,42.015963,-87.675005,15
38,41.88602083,-87.63087606,27
326,41.967096,-87.667429,11
141,41.915689,-87.6346,23
432,42.009074,-87.67419,19
234,41.961588,-87.666036,19
126,41.911974,-87.631942,15
51,41.88457623,-87.63188991,31
301,41.907993,-87.631501,19
453,41.99925182,-87.67137734,15
353,42.01256012,-87.67436712,15
156,41.93649682,-87.64753866,15
325,41.973385,-87.668365,19
340,41.929546,-87.643118,15
223,41.918216,-87.656936,15
253,41.968873,-87.658857,15
170,41.85795,-87.640826,15
66,41.885637,-87.641823,23
77,41.882242,-87.641066,31
103,41.87146652,-87.64094913,16
57,41.86711778,-87.64108796,15
68,41.875885,-87.640795,23
91,41.88338,-87.64117,31
138,41.904613,-87.640552,15
195,41.884728,-87.619521,47
581,41.744607,-87.551201,15
518,41.885502,-87.716866,15
417,41.802406,-87.586924,19
271,41.816499,-87.606582,11
336,41.809855,-87.606755,15
351,41.803038,-87.606615,15
427,41.78059901,-87.60611239,19
429,41.77372095,-87.60563486,11
400,41.76571904,-87.60495971,11
575,41.753174,-87.605026,11
585,41.744053,-87.604786,11
265,41.822985,-87.6071,15
81,41.884241,-87.629634,39
554,41.800908,-87.674684,11
561,41.78602,-87.674167,11
183,41.899113,-87.677212,23
310,41.920082,-87.677855,11
128,41.895769,-87.67722,15
163,41.931931,-87.677856,15
219,41.916027,-87.677411,19
167,41.8492,-87.67564,11
124,41.855048,-87.675726,15
130,41.90331,-87.67695,15
464,41.9756148,-87.67945904,15
214,41.89122,-87.67686,23
242,41.967094,-87.679028,15
215,41.88137,-87.67493,15
228,41.9406,-87.6785,11
546,41.823192,-87.676597,11
69,41.90939601,-87.67769193,19
316,41.96325,-87.679258,19
162,41.93588,-87.67842,15
60,41.91057803,-87.64942193,19
140,41.898969,-87.629912,19
37,41.87935636,-87.62979104,19
110,41.893992,-87.629318,23
49,41.88131982,-87.62952092,27
107,41.878287,-87.643909,23
56,41.88871604,-87.64444785,27
96,41.88461619,-87.64457058,23
416,41.805772,-87.592464,15
428,41.78040565,-87.59141599,15
489,41.947326,-87.717582,15
503,41.92439882,-87.71544104,15
479,41.96115408,-87.71656907,11
6,41.88504199,-87.61279454,39
422,41.79156801,-87.60785218,15
523,42.021019,-87.665086,15
431,41.78414169,-87.61330783,11
86,41.89637337,-87.66098386,19
553,41.80839,-87.656526,11
418,41.79933626,-87.60095811,11
420,41.79430062,-87.60144977,19
328,41.788746,-87.601334,19
426,41.78509715,-87.60107276,19
584,41.744123,-87.599034,15
315,41.912919,-87.664169,23
207,41.84358,-87.645368,15
339,41.838198,-87.645143,11
570,41.758308,-87.606685,11
580,41.751731,-87.552812,15
24,41.89186,-87.62062,15
436,41.866624,-87.694521,15
41,41.87207763,-87.62954377,19
7,41.88634906,-87.61751655,19
97,41.865312,-87.617867,51
89,41.87500913,-87.63310582,31
150,41.838556,-87.608218,15
471,41.97563273,-87.70141944,15
31,41.896776,-87.635633,23
36,41.87770796,-87.63532114,31
164,41.885837,-87.6355,23
287,41.880317,-87.635185,27
286,41.878724,-87.634793,23
447,42.00797192,-87.66550239,15
525,42.012701,-87.666058,15
198,41.881892,-87.648789,19
112,41.883668,-87.64867,15
319,41.932595,-87.665939,15
188,41.92533,-87.6658,15
520,42.015962,-87.66857,23
252,41.809835,-87.599383,15
576,41.751294,-87.597552,15
202,41.857499,-87.646277,15
135,41.85378,-87.64665,11
279,41.830661,-87.647172,16
262,41.827059,-87.64572,11
411,41.80813391,-87.64561655,11
384,41.80183164,-87.6452139,11
386,41.79292965,-87.64499006,11
593,41.787539,-87.644874,11
388,41.77938114,-87.64462081,15
391,41.76906172,-87.64461358,11
206,41.847203,-87.646795,15
331,41.908537,-87.648627,20
225,41.919936,-87.64883,15
332,41.933666,-87.648959,19
282,41.864883,-87.647071,15
365,41.89936844,-87.64847988,15
108,41.87184,-87.64664,19
55,41.867324,-87.648625,23
299,41.94367,-87.64895,15
224,41.913778,-87.64884,19
349,41.929143,-87.649077,15
220,41.93262,-87.642385,23
425,41.78794281,-87.58831517,15
261,41.871514,-87.669886,15
551,41.808227,-87.67718,11
507,41.91751339,-87.70180896,19
147,41.845687,-87.622481,15
272,41.838842,-87.621857,11
201,41.82168,-87.6216,15
255,41.867888,-87.623041,39
73,41.880422,-87.642746,19
352,41.77351755,-87.57714283,15
11,41.76663824,-87.57645011,11
395,41.75712007,-87.57583936,15
439,41.85353363,-87.70507303,11
441,41.84819094,-87.70541375,11
494,41.98239708,-87.70892252,15
373,41.8954653,-87.70612788,15
470,41.975672,-87.709261,15
433,41.87359967,-87.70487075,11
377,41.88460329,-87.70630374,19
476,41.96668636,-87.70805198,15
260,41.929567,-87.707857,27
290,41.921525,-87.707322,15
435,41.86649278,-87.70649618,15
537,41.880708,-87.741018,15
619,41.924361,-87.727752,15
495,41.96110802,-87.7289701,15
590,41.953733,-87.740569,15
591,41.948818,-87.74002,23
497,41.939398,-87.711561,23
322,41.799568,-87.594747,19
74,41.893882,-87.641711,23
133,41.88917683,-87.63850577,27
592,41.960631,-87.745359,15
499,41.93058537,-87.72377736,15
545,41.877917,-87.735737,15
536,41.885928,-87.73541,15
406,41.83127424,-87.60879919,19
267,41.809443,-87.591875,15
419,41.79949429,-87.5864499,15
345,41.793242,-87.587782,19
334,41.940775,-87.639192,19
329,41.932684,-87.63625,15
76,41.880958,-87.616743,39
268,41.911722,-87.626804,39
99,41.89257,-87.614492,19
157,41.936669,-87.636794,15
459,41.9840367,-87.65231047,19
313,41.925858,-87.638973,19
543,41.875806,-87.755285,15
530,41.887832,-87.755527,15
540,41.880207,-87.755337,15
288,41.918084,-87.643749,11
359,41.90348607,-87.64335349,23
48,41.897764,-87.642884,39
28,41.91468,-87.64332,15
27,41.91021,-87.6435,19
364,41.90021949,-87.64298547,19
144,41.921822,-87.64414,19
40,41.87934437,-87.63198522,15
181,41.890755,-87.632009,31
283,41.87817,-87.631985,31
98,41.882664,-87.63253,15
440,41.84988195,-87.71700039,11
492,41.946655,-87.683359,15
9,41.82879202,-87.68060446,19
309,41.917805,-87.682437,11
311,41.968885,-87.684001,19
213,41.910153,-87.68229,15
330,41.946176,-87.673308,19
298,41.955927,-87.679259,15
131,41.939365,-87.668385,15
152,41.932225,-87.658617,15
127,41.925905,-87.64926,15
243,41.962391,-87.684146,15
230,41.94334,-87.67097,19
257,41.94911,-87.675112,15
472,41.9749113,-87.69250256,15
258,41.930584,-87.685126,19
366,41.84163254,-87.65743495,15
146,41.877945,-87.662007,11
320,41.872187,-87.661501,19
19,41.869417,-87.660996,16
477,41.96631753,-87.70108268,11
455,41.99023603,-87.69336964,15
465,41.9716,-87.650154,23
549,41.813996,-87.666589,11
560,41.786833,-87.666215,11
58,41.916017,-87.668879,23
544,41.87998,-87.773264,15
567,41.768938,-87.652934,11
171,41.855136,-87.654127,11
22,41.8694821,-87.6554864,15
142,41.894503,-87.617854,31
26,41.89102,-87.6173,31
62,41.85137517,-87.61883465,27
168,41.864059,-87.623727,19
273,41.857813,-87.62455,23
623,41.872773,-87.623981,23
45,41.876243,-87.624426,15
284,41.87785,-87.62408,23
52,41.886024,-87.624117,31
197,41.882134,-87.625125,19
85,41.90096039,-87.62377664,23
25,41.89766,-87.62351,23
43,41.88389277,-87.62464914,43
145,41.89858665,-87.62191523,19
173,41.89691,-87.621743,15
443,41.84456685,-87.71591031,11
90,41.8810317,-87.62408432,35
589,41.954468,-87.749594,15
84,41.891578,-87.648384,19
222,41.920195,-87.693033,19
158,41.912616,-87.681391,15
237,41.842052,-87.617,15
200,41.809851,-87.616279,11
421,41.79342946,-87.61585326,16
430,41.78008064,-87.61594286,15
586,41.743116,-87.6148,11
179,41.82256,-87.61615,15
484,41.95400484,-87.71912818,15
249,41.963982,-87.638181,31
137,41.862378,-87.651062,15
14,41.858086,-87.651073,15
280,41.8378,-87.65114,11
71,41.88548331,-87.65230486,23
548,41.823613,-87.650931,11
241,41.871737,-87.65103,15
424,41.79172821,-87.58394501,27
29,41.90068,-87.6626,15
568,41.763462,-87.637297,11
209,41.849527,-87.640591,11
486,41.95434085,-87.68607962,15
493,41.942916,-87.685801,15
526,42.012342,-87.688243,15
54,41.89636246,-87.65406127,19
122,41.87501,-87.67328,15
186,41.891795,-87.658751,15
434,41.86650148,-87.68469707,19
620,41.898203,-87.637536,15
23,41.902924,-87.637715,16
100,41.888243,-87.63639,31
212,41.892154,-87.636928,23
16,41.910337,-87.670072,15
205,41.857901,-87.668745,15
515,42.019159,-87.673573,23
297,41.961507,-87.671387,15
134,41.877749,-87.649633,19
392,41.76929309,-87.62819593,11
579,41.75182,-87.565211,11
582,41.746334,-87.564725,11
254,41.954383,-87.648043,15
232,41.949275,-87.646303,23
410,41.81665889,-87.61941246,19
204,41.794853,-87.618691,15
412,41.80931771,-87.63344929,11
385,41.794982,-87.633124,11
535,41.874325,-87.725704,15
488,41.94563644,-87.72773681,11
528,41.885409,-87.726491,15
534,41.880827,-87.726279,15
136,41.865054,-87.656959,15
274,41.861267,-87.656625,15
15,41.858166,-87.656495,15
367,41.83069611,-87.65597591,15
562,41.783189,-87.654372,11
564,41.775393,-87.654308,11
226,41.939743,-87.658865,15
32,41.87464,-87.65703,19
87,41.92556258,-87.65840426,19
559,41.794694,-87.654947,11
88,41.884069,-87.656853,19
343,41.928887,-87.658971,15
217,41.886926,-87.656919,15
398,41.75787145,-87.54938625,19
462,41.97977022,-87.67581473,15
314,41.957921,-87.673567,15
244,41.95469,-87.67393,19
344,41.96909,-87.674237,39
238,41.961615,-87.674365,16
263,41.836208,-87.613533,11
501,41.93190197,-87.70119513,15
514,42.019276,-87.68452,15
466,42.01213228,-87.68291264,15
180,41.906782,-87.626402,15
478,41.96590014,-87.69363849,15
172,41.9023087,-87.62769053,11
125,41.890011,-87.626293,15
161,41.89576475,-87.62590803,23
375,41.889727,-87.70103,11
397,41.75874584,-87.56011478,11
233,41.883004,-87.651148,16
485,41.95358618,-87.7093108,15
111,41.894666,-87.638437,19
118,41.911386,-87.638677,19
236,41.905664,-87.638517,15
143,41.922167,-87.638888,15
557,41.794087,-87.675478,11
308,41.943403,-87.679618,11
3,41.86722596,-87.61535539,31
67,41.92560188,-87.65370804,19
20,41.910522,-87.653106,15
114,41.949399,-87.654529,27
327,41.92154,-87.653818,19
115,41.936266,-87.652662,23
93,41.913688,-87.652855,15
302,41.928712,-87.653833,19
306,41.958494,-87.654966,15
354,42.01058656,-87.66241209,15
240,41.954245,-87.654406,27
323,41.969517,-87.654691,15
451,42.00104378,-87.66119824,15
231,41.96167,-87.65464,23
401,41.842733,-87.635491,11
402,41.838464,-87.635406,15
409,41.81620768,-87.63481935,11
247,41.795212,-87.580715,19
588,41.743921,-87.575225,11
355,41.773643,-87.567514,19
12,41.76640946,-87.56568757,15
399,41.76218896,-87.55927465,11
154,41.93949,-87.66378,15
292,41.957081,-87.664199,11
307,41.920771,-87.663712,15
318,41.954177,-87.664358,15
229,41.943739,-87.66402,19
227,41.94815,-87.66394,15
153,41.935733,-87.663576,19
190,41.928773,-87.663913,15
506,41.91718375,-87.71035665,15
510,41.90270659,-87.70921957,15
211,41.894448,-87.622663,19
469,41.98039423,-87.71611496,15
178,41.856594,-87.627542,15
193,41.841707,-87.626938,15
148,41.834734,-87.625813,11
184,41.83104,-87.62688,19
572,41.756971,-87.624621,11
573,41.750794,-87.624424,15
5,41.874053,-87.627716,23
47,41.889187,-87.627754,31
106,41.897448,-87.628722,27
407,41.82301524,-87.62656802,11
44,41.8847302,-87.62773357,27
33,41.877181,-87.627844,27
185,41.917741,-87.691392,11
264,41.886835,-87.62232,19
324,41.93132,-87.638742,15
95,41.77870057,-87.58678762,15
102,41.7734585,-87.58533974,11
356,41.76649294,-87.58646088,11
270,41.75866967,-87.58688287,15
583,41.746559,-87.586005,11
577,41.751173,-87.585337,11
35,41.892278,-87.612043,47
491,41.94663583,-87.69461476,15
177,41.926277,-87.630834,23
556,41.799659,-87.657195,11
490,41.94524357,-87.7066499,15
509,41.9097693,-87.70528049,15
408,41.819102,-87.643278,11
423,41.791478,-87.599861,27
571,41.758361,-87.614138,11
574,41.750951,-87.613783,11
72,41.860384,-87.625813,31
587,41.743316,-87.622849,11
595,41.736646,-87.622634,15
321,41.871962,-87.626106,19
39,41.87947235,-87.62568861,23
42,41.852619,-87.626488,11
199,41.890912,-87.626804,15
59,41.867227,-87.625961,23
194,41.886875,-87.62603,19
18,41.88327159,-87.63731329,19
278,41.830629,-87.64129,15
448,42.00454962,-87.68066615,15
450,42.00200726,-87.68972623,15
437,41.86148,-87.693374,20
475,41.96871107,-87.69616957,15
218,41.856802,-87.633879,11
289,41.912133,-87.634656,19
182,41.903222,-87.634324,23
291,41.906724,-87.63483,19
53,41.894729,-87.634371,27
175,41.872596,-87.633502,19
46,41.89993001,-87.63443007,19
132,41.849237,-87.631715,15
403,41.83452989,-87.63182298,15
405,41.830777,-87.632504,15
390,41.78007963,-87.62974631,11
120,41.853605,-87.631886,23
203,41.85394,-87.685243,15
281,41.84847,-87.685109,11
446,41.84151771,-87.68513144,11
382,41.87474885,-87.68644528,19
305,41.902893,-87.687275,15
452,41.99416137,-87.68943828,15
527,42.018901,-87.690048,19
239,41.966555,-87.688487,19
467,42.0085944,-87.69049224,15
381,41.87978771,-87.68611281,15
374,41.89841769,-87.68659602,15
116,41.91552,-87.687022,15
594,41.805661,-87.683392,15
117,41.94018,-87.65304,23
13,41.932418,-87.652705,27
505,41.92409085,-87.67646007,15
519,42.016977,-87.677725,11
342,41.871262,-87.673688,15
369,41.83010465,-87.67029831,11
17,41.90332,-87.67273,15
285,41.889587,-87.671956,19
61,41.907655,-87.672552,19
317,41.869154,-87.671045,23
248,41.795264,-87.596471,19
569,41.75916,-87.595751,15
413,41.81409271,-87.59700515,15
396,41.758768,-87.56644,11
596,42.048214,-87.683485,15
602,42.063999,-87.685962,15
601,42.063598,-87.69873,15
603,42.050491,-87.677821,15
597,42.032562,-87.679101,15
600,42.048308,-87.698224,15
598,42.025784,-87.684107,15
604,42.058239,-87.677432,15
605,42.052939,-87.673447,15
599,42.039742,-87.699413,15
607,41.898168,-87.783055,11
617,41.871312,-87.788938,19
614,41.880113,-87.789247,15
606,41.894355,-87.80022,19
609,41.88891,-87.800255,15
608,41.890249,-87.778281,11
618,41.870699,-87.778797,19
615,41.87981,-87.779425,15
610,41.88681,-87.80287,19
616,41.872987,-87.793945,19
611,41.886923,-87.793899,19
612,41.888085,-87.785236,15
613,41.879837,-87.80224,11
